index,ind_id,gender,car_owner,property_owner,children,annual_income,type_income,education,marital_status,housing_type,age,experience,family_members,label,experience1,annual_income1
383,5115797,F,N,Y,1,11.81303006,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,40,4.483302354,2,0,20.1,135000
384,5023460,F,Y,Y,0,12.66032792,Pensioner,Secondary / secondary special,Single / not married,House / apartment,58,0,1,0,0,315000
385,5096466,M,Y,N,1,13.01700286,Working,Higher education,Married,House / apartment,53,3.898717738,3,0,15.2,450000
386,5146472,F,Y,Y,0,12.10071213,Commercial associate,Higher education,Civil marriage,House / apartment,39,3.224903099,2,0,10.4,180000
387,5024527,F,N,Y,0,12.50617724,Pensioner,Secondary / secondary special,Widow,House / apartment,57,0,1,0,0,270000
388,5095193,M,Y,Y,1,13.11231304,Commercial associate,Secondary / secondary special,Married,House / apartment,43.92149035,1.816590212,3,0,3.3,495000
389,5068156,M,Y,Y,0,12.10071213,Working,Secondary / secondary special,Married,House / apartment,54,2.983286778,2,0,8.9,180000
390,5117756,M,Y,N,0,12.63134038,Working,Secondary / secondary special,Married,House / apartment,44,2.121320344,2,0,4.5,306000
391,5066507,F,N,Y,0,11.96718074,Working,Secondary / secondary special,Single / not married,House / apartment,48,4.582575695,1,0,21,157500
392,5143164,F,N,N,2,12.10071213,Commercial associate,Secondary / secondary special,Married,House / apartment,38,1.923538406,4,0,3.7,180000
393,5088834,F,N,Y,0,13.32448756,State servant,Secondary / secondary special,Married,House / apartment,34,3.193743885,2,0,10.2,612000
394,5135841,F,N,Y,1,10.49127422,Working,Secondary / secondary special,Married,House / apartment,34,1.732050808,3,0,3,36000
395,5023059,M,Y,Y,1,11.6307085,Working,Secondary / secondary special,Married,House / apartment,31,1.183215957,3,0,1.4,112500
396,5125325,M,Y,N,0,12.58621995,Commercial associate,Secondary / secondary special,Married,House / apartment,57,2.738612788,2,0,7.5,292500
397,5135574,F,Y,Y,0,12.10071213,Working,Secondary / secondary special,Married,House / apartment,32,1.643167673,2,0,2.7,180000
398,5009053,F,N,Y,2,12.21849517,Working,Higher education,Married,House / apartment,30,2.50998008,4,0,6.3,202500
399,5028292,F,N,Y,0,12.58621995,Working,Higher education,Separated,House / apartment,54,2.073644135,1,0,34.6,292500
400,5029108,M,Y,N,1,12.66032792,State servant,Secondary / secondary special,Married,House / apartment,36,3.16227766,3,0,10,315000
401,5091400,F,N,N,0,11.81303006,Working,Secondary / secondary special,Married,With parents,34,1.549193338,2,0,2.4,135000
402,5050768,F,N,N,2,12.72932079,Working,Secondary / secondary special,Married,House / apartment,30,2.449489743,4,0,6,337500
403,5113420,F,N,N,1,11.96718074,Working,Secondary / secondary special,Single / not married,Municipal apartment,35,3.820994635,2,0,14.6,157500
404,5113132,F,Y,Y,0,12.79385931,Commercial associate,Secondary / secondary special,Married,House / apartment,52,3.1144823,2,0,9.7,360000
405,5062670,F,Y,Y,1,11.81303006,Working,Higher education,Married,House / apartment,41,3.478505426,3,0,12.1,135000
406,5029352,M,Y,Y,0,12.50617724,Working,Higher education,Married,House / apartment,30,1.048808848,2,0,1.1,270000
407,5105067,M,N,Y,0,11.96718074,Working,Incomplete higher,Married,House / apartment,37,1.095445115,2,0,1.2,157500
408,5143573,M,Y,N,0,11.96718074,Working,Incomplete higher,Married,With parents,25,1.61245155,2,0,2.6,157500
409,5045203,F,Y,Y,0,11.84581988,Pensioner,Secondary / secondary special,Married,House / apartment,58,0,2,0,0,139500
410,5065673,F,N,N,0,11.81303006,Working,Secondary / secondary special,Single / not married,House / apartment,32,3.591656999,1,0,12.9,135000
411,5029544,F,Y,Y,1,11.80297972,Commercial associate,Secondary / secondary special,Married,House / apartment,40,2.323790008,3,0,5.4,133650
412,5045800,M,Y,Y,1,12.96570957,Working,Secondary / secondary special,Married,House / apartment,33,2.645751311,3,0,7,427500
413,5111159,F,Y,Y,1,11.30220443,Working,Higher education,Married,House / apartment,29,1.949358869,3,0,3.8,81000
414,5099957,F,Y,Y,1,12.32385568,Commercial associate,Higher education,Married,House / apartment,31,1.140175425,3,0,1.3,225000
415,5143360,F,N,Y,0,11.74403719,Working,Secondary / secondary special,Married,House / apartment,62,2.469817807,2,0,6.1,126000
416,5091753,M,Y,N,2,11.81303006,Working,Higher education,Married,House / apartment,35,2.121320344,4,0,4.5,135000
417,5117403,F,N,N,0,11.45635511,Working,Secondary / secondary special,Married,House / apartment,46,2.097617696,2,0,4.4,94500
418,5149319,F,Y,Y,1,12.10071213,Working,Higher education,Separated,House / apartment,52,4.049691346,2,0,16.4,180000
419,5137542,F,N,N,0,11.96718074,Working,Secondary / secondary special,Married,House / apartment,52,2.93257566,2,0,8.6,157500
420,5095170,M,Y,Y,0,12.43718437,Commercial associate,Higher education,Married,House / apartment,38,2.701851217,2,0,7.3,252000
421,5090780,F,N,N,1,12.21849517,Working,Secondary / secondary special,Married,House / apartment,33,3.065941943,3,0,9.4,202500
422,5092242,F,N,N,0,11.66992921,Working,Secondary / secondary special,Married,House / apartment,57,2.529822128,2,0,6.4,117000
423,5068671,M,N,Y,0,12.41916586,Working,Incomplete higher,Married,House / apartment,25,1.048808848,2,0,1.1,247500
424,5143427,F,N,Y,0,12.10071213,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64,0,1,0,0,180000
425,5087994,M,Y,Y,1,12.10071213,Commercial associate,Incomplete higher,Civil marriage,House / apartment,43,4.266145802,3,0,18.2,180000
426,5052739,F,N,Y,2,12.10071213,Commercial associate,Secondary / secondary special,Married,House / apartment,29,1.183215957,4,0,1.4,180000
427,5068747,F,N,N,0,11.96718074,Working,Higher education,Civil marriage,With parents,36,0.774596669,2,0,0.6,157500
428,5025029,F,N,N,0,11.81303006,Pensioner,Secondary / secondary special,Married,House / apartment,55,0,2,0,0,135000
430,5022571,M,Y,Y,0,12.21849517,Pensioner,Higher education,Married,House / apartment,60,0,2,0,0,202500
431,5024578,F,N,N,1,11.40756495,Working,Secondary / secondary special,Married,With parents,28,2,3,0,4,90000
432,5058405,M,Y,Y,0,12.41916586,Working,Higher education,Married,House / apartment,35,2.664582519,2,0,7.1,247500
433,5041869,M,Y,N,0,11.50287513,State servant,Secondary / secondary special,Married,House / apartment,53,1.183215957,2,0,1.4,99000
434,5115894,M,Y,N,0,12.41916586,Commercial associate,Secondary / secondary special,Married,House / apartment,48,1.897366596,2,0,3.6,247500
435,5062749,M,Y,N,1,12.21849517,State servant,Higher education,Married,House / apartment,37,2.607680962,3,0,6.8,202500
436,5045611,F,N,Y,2,11.40756495,Working,Secondary / secondary special,Married,House / apartment,32,1.414213562,4,0,2,90000
437,5113288,F,Y,Y,2,11.70766954,Working,Incomplete higher,Married,House / apartment,31,0.547722558,4,0,0.3,121500
438,5053003,F,Y,Y,0,11.96718074,Working,Incomplete higher,Married,House / apartment,26,2.121320344,2,0,4.5,157500
439,5118038,F,N,N,2,11.70766954,Working,Higher education,Married,House / apartment,32,1.303840481,4,0,1.7,121500
440,5091405,F,N,Y,0,11.81303006,Working,Secondary / secondary special,Single / not married,House / apartment,48,2.28035085,1,0,5.2,135000
441,5137022,F,N,N,0,12.10071213,State servant,Secondary / secondary special,Widow,House / apartment,50,1,1,0,1,180000
442,5117594,F,N,N,0,11.87756858,Working,Secondary / secondary special,Single / not married,House / apartment,46,4.472135955,1,0,20,144000
443,5085704,M,Y,Y,0,11.74403719,Pensioner,Secondary / secondary special,Married,House / apartment,53,0,2,0,0,126000
444,5137292,M,Y,N,1,12.32385568,Working,Secondary / secondary special,Married,House / apartment,42,4.460941605,3,0,19.9,225000
445,5038751,M,Y,Y,2,11.96718074,Commercial associate,Higher education,Married,With parents,39,1.303840481,4,0,1.7,157500
446,5099900,M,Y,Y,0,11.96718074,Commercial associate,Secondary / secondary special,Married,House / apartment,56,4.335896678,2,0,18.8,157500
448,5061321,F,Y,Y,1,12.47227569,State servant,Higher education,Married,House / apartment,41,2.121320344,3,0,4.5,261000
449,5139410,F,Y,Y,2,11.81303006,State servant,Secondary / secondary special,Married,House / apartment,40,4.086563348,4,0,16.7,135000
450,5048486,M,Y,Y,0,12.21849517,Working,Secondary / secondary special,Married,House / apartment,36,1.414213562,2,0,2,202500
451,5139658,F,N,Y,0,11.96718074,Pensioner,Lower secondary,Married,House / apartment,64,0,2,0,0,157500
452,5091280,M,N,Y,1,11.54732689,Working,Secondary / secondary special,Married,House / apartment,32,1.341640786,3,0,1.8,103500
453,5023186,M,Y,Y,0,11.81303006,Working,Secondary / secondary special,Married,House / apartment,47,2.720294102,2,0,7.4,135000
454,5054307,M,N,N,1,11.81303006,Working,Secondary / secondary special,Married,House / apartment,28,1.549193338,3,0,2.4,135000
455,5116879,F,N,N,0,11.6307085,Working,Higher education,Single / not married,With parents,30,0.632455532,1,0,0.4,112500
456,5050453,M,N,Y,1,12.35341448,Working,Secondary / secondary special,Married,House / apartment,39,0.632455532,3,0,0.4,231750
457,5022804,F,Y,Y,0,12.21849517,Working,Higher education,Widow,House / apartment,33,2.024845673,1,0,4.1,202500
458,5091374,M,Y,Y,0,12.41916586,Working,Secondary / secondary special,Married,House / apartment,42,1.870828693,2,0,3.5,247500
459,5135484,F,N,Y,0,11.81303006,State servant,Higher education,Single / not married,Municipal apartment,29,2.302172887,1,0,5.3,135000
460,5054188,F,N,N,0,11.81303006,Working,Secondary / secondary special,Married,House / apartment,31,1.183215957,2,0,1.4,135000
461,5054626,F,N,Y,0,11.6307085,Pensioner,Secondary / secondary special,Widow,House / apartment,60,0,1,0,0,112500
462,5068548,M,Y,Y,0,11.66992921,Commercial associate,Secondary / secondary special,Married,House / apartment,53,1.673320053,2,0,2.8,117000
463,5053472,M,N,Y,0,11.6307085,Working,Secondary / secondary special,Married,House / apartment,51,2.408318916,2,0,5.8,112500
464,5105395,F,N,Y,0,11.81303006,Working,Incomplete higher,Single / not married,House / apartment,30,1.264911064,1,0,1.6,135000
465,5029554,F,N,Y,0,11.54732689,Pensioner,Secondary / secondary special,Widow,House / apartment,65,0,1,0,0,103500
466,5089722,F,N,N,0,12.66032792,Commercial associate,Secondary / secondary special,Separated,House / apartment,48,2.983286778,1,0,8.9,315000
467,5066562,F,N,N,0,12.10071213,Commercial associate,Incomplete higher,Married,With parents,23,1.095445115,2,0,1.2,180000
469,5010203,M,Y,Y,0,11.81303006,Working,Lower secondary,Married,With parents,27,2.258317958,2,0,5.1,135000
470,5024665,F,N,Y,0,11.96718074,Working,Secondary / secondary special,Married,House / apartment,40,3.535533906,2,0,12.5,157500
471,5089626,F,N,N,0,12.66032792,Commercial associate,Higher education,Married,House / apartment,44,0.894427191,2,0,0.8,315000
472,5021373,F,N,Y,0,12.41916586,Working,Higher education,Married,House / apartment,61,1.264911064,2,0,1.6,247500
473,5054699,M,Y,Y,0,11.96718074,Working,Higher education,Married,House / apartment,43.92149035,4.347413024,2,0,18.9,157500
475,5143515,F,N,Y,0,12.41916586,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64,0,1,0,0,247500
476,5018461,F,N,Y,1,12.02275059,Working,Secondary / secondary special,Married,House / apartment,55,4.69041576,3,0,22,166500
477,5096300,F,N,N,1,11.6307085,Commercial associate,Secondary / secondary special,Married,House / apartment,26,2.48997992,3,0,6.2,112500
478,5148897,M,N,Y,0,11.41751528,Pensioner,Secondary / secondary special,Married,House / apartment,61,0,2,0,0,90900
480,5092164,F,Y,Y,0,10.7342204,Pensioner,Secondary / secondary special,Widow,House / apartment,56,0,1,0,0,45900
481,5053143,M,N,Y,1,11.74403719,Working,Secondary / secondary special,Civil marriage,House / apartment,34,0.632455532,3,0,0.4,126000
482,5038510,F,N,Y,0,11.54732689,Working,Incomplete higher,Married,House / apartment,32,3.54964787,2,0,12.6,103500
483,5023482,F,N,Y,1,11.68897741,Working,Secondary / secondary special,Married,House / apartment,44,3.478505426,3,0,12.1,119250
484,5054099,M,Y,N,2,12.21849517,Working,Higher education,Married,House / apartment,32,1.414213562,4,0,2,202500
485,5062713,F,N,Y,1,11.96718074,Working,Secondary / secondary special,Married,House / apartment,40,3.224903099,3,0,10.4,157500
486,5088851,F,Y,Y,0,11.6307085,Working,Higher education,Married,House / apartment,31,2.50998008,2,0,6.3,112500
487,5111117,F,N,Y,1,12.66032792,Working,Higher education,Married,House / apartment,32,2,3,0,4,315000
488,5118115,M,N,N,1,12.50617724,Commercial associate,Secondary / secondary special,Married,House / apartment,37,3.860051813,3,0,14.9,270000
489,5024258,M,N,Y,0,11.99535161,Working,Secondary / secondary special,Single / not married,House / apartment,31,1.264911064,1,0,1.6,162000
490,5113976,M,Y,N,0,12.50617724,Working,Incomplete higher,Married,House / apartment,33,1.549193338,2,0,2.4,270000
491,5099907,F,N,Y,2,11.6307085,Working,Incomplete higher,Married,House / apartment,30,2.258317958,4,0,5.1,112500
492,5092332,F,N,Y,0,10.97678203,Pensioner,Secondary / secondary special,Single / not married,House / apartment,68,0,1,0,0,58500
493,5038932,F,N,Y,0,11.45635511,Commercial associate,Higher education,Separated,House / apartment,40,4.159326869,1,0,17.3,94500
494,5078924,M,N,Y,0,12.50617724,Working,Secondary / secondary special,Married,House / apartment,44,1.643167673,2,0,2.7,270000
495,5068390,F,Y,Y,1,12.50617724,Working,Higher education,Separated,House / apartment,38,0.632455532,2,0,0.4,270000
496,5046036,F,Y,Y,0,11.50287513,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,59,0,2,0,0,99000
497,5033788,F,N,Y,1,12.66032792,Working,Higher education,Separated,House / apartment,43,3.619392214,2,0,13.1,315000
498,5010781,F,Y,Y,1,11.96718074,Commercial associate,Higher education,Married,House / apartment,40,2.48997992,3,0,6.2,157500
499,5022761,F,N,Y,0,12.10071213,Working,Secondary / secondary special,Married,House / apartment,27,1.923538406,2,0,3.7,180000
500,5041980,F,N,N,0,12.26198028,Commercial associate,Higher education,Married,With parents,40,3.577708764,2,0,12.8,211500
501,5113854,M,N,N,0,12.21849517,Working,Secondary / secondary special,Single / not married,House / apartment,42,4.7644517,1,0,22.7,202500
502,5126612,F,Y,N,0,12.10071213,Pensioner,Secondary / secondary special,Widow,House / apartment,56,0,1,0,0,180000
503,5132264,F,N,N,0,11.87756858,Working,Secondary / secondary special,Married,House / apartment,43.92149035,2.366431913,2,0,5.6,144000
504,5142136,F,N,N,2,11.87756858,Working,Secondary / secondary special,Married,House / apartment,47,3.701351105,4,0,13.7,144000
505,5088163,F,N,Y,0,12.50617724,Working,Secondary / secondary special,Single / not married,House / apartment,35,1.58113883,1,0,2.5,270000
506,5146086,M,N,N,0,11.90834024,Working,Secondary / secondary special,Single / not married,Municipal apartment,39,1.816590212,1,0,3.3,148500
507,5139553,F,Y,Y,2,11.96718074,Commercial associate,Higher education,Married,House / apartment,37,4.171330723,4,0,17.4,157500
508,5041474,F,N,Y,0,11.40756495,Commercial associate,Higher education,Married,House / apartment,25,1.483239697,2,0,2.2,90000
509,5025020,F,N,Y,0,11.90834024,Pensioner,Secondary / secondary special,Married,House / apartment,59,0,2,0,0,148500
510,5118270,F,N,N,0,11.50287513,Working,Secondary / secondary special,Married,With parents,54,3.860051813,2,0,14.9,99000
511,5095324,F,N,Y,0,12.66032792,Pensioner,Secondary / secondary special,Widow,House / apartment,63,0,1,0,0,315000
512,5142290,F,N,Y,1,11.99535161,State servant,Higher education,Civil marriage,House / apartment,41,0.447213595,3,0,0.2,162000
513,5148792,F,N,Y,0,12.21849517,Commercial associate,Secondary / secondary special,Widow,House / apartment,48,3.885871846,1,0,15.1,202500
514,5062031,F,Y,Y,0,12.32385568,Working,Higher education,Single / not married,House / apartment,27,1.264911064,1,0,1.6,225000
515,5088836,F,N,Y,0,13.32448756,State servant,Secondary / secondary special,Married,House / apartment,34,3.193743885,2,0,10.2,612000
516,5035418,F,N,Y,0,12.58621995,Working,Higher education,Married,House / apartment,58,3.633180425,2,0,13.2,292500
517,5089896,F,N,Y,0,11.11988288,Pensioner,Higher education,Single / not married,Municipal apartment,65,0,1,0,0,67500
518,5137407,F,N,N,0,11.96718074,Working,Higher education,Separated,House / apartment,47,2.863564213,1,0,8.2,157500
519,5086060,F,N,Y,0,11.81303006,State servant,Secondary / secondary special,Married,House / apartment,56,5.07937004,2,0,25.8,135000
520,5095117,F,N,Y,0,11.11988288,Working,Higher education,Married,House / apartment,39,2.073644135,2,0,4.3,67500
521,5067419,F,N,Y,0,11.87756858,Pensioner,Secondary / secondary special,Married,House / apartment,64,0,2,0,0,144000
522,5041307,F,Y,Y,0,11.40756495,Pensioner,Secondary / secondary special,Married,House / apartment,63,0,2,0,0,90000
523,5146401,F,N,Y,0,11.6307085,Working,Secondary / secondary special,Separated,House / apartment,54,2.408318916,1,0,5.8,112500
524,5105137,F,N,Y,0,11.6307085,Working,Secondary / secondary special,Single / not married,House / apartment,27,1.673320053,1,0,2.8,112500
525,5053388,F,N,Y,0,11.81303006,Working,Secondary / secondary special,Civil marriage,House / apartment,45,5.157518783,2,0,26.6,135000
526,5146467,M,Y,N,0,12.79385931,State servant,Higher education,Married,House / apartment,27,2.302172887,2,0,5.3,360000
527,5113082,F,N,Y,1,11.6307085,Working,Higher education,Single / not married,House / apartment,42,1.760681686,2,0,3.1,112500
528,5052755,M,N,Y,0,12.32385568,Working,Secondary / secondary special,Civil marriage,House / apartment,29,1.788854382,2,0,3.2,225000
529,5092436,F,Y,Y,0,11.6307085,Pensioner,Secondary / secondary special,Married,House / apartment,55,0,2,0,0,112500
530,5022243,F,N,Y,0,12.21849517,Working,Secondary / secondary special,Married,House / apartment,42,4.785394446,2,0,22.9,202500
531,5113020,M,Y,Y,0,12.21849517,State servant,Secondary / secondary special,Married,House / apartment,40,2.449489743,2,0,6,202500
532,5058267,M,N,N,1,12.32385568,Commercial associate,Secondary / secondary special,Married,With parents,49,2.28035085,3,0,5.2,225000
533,5037247,M,Y,Y,2,11.6307085,Working,Secondary / secondary special,Married,House / apartment,33,1.58113883,4,0,2.5,112500
534,5100461,M,Y,Y,1,12.21849517,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,34,2.607680962,3,0,6.8,202500
535,5096753,M,Y,N,0,12.70229212,Working,Higher education,Married,House / apartment,41,2.701851217,2,0,7.3,328500
536,5091778,M,N,Y,2,11.6307085,Commercial associate,Secondary / secondary special,Married,House / apartment,30,1.788854382,4,0,3.2,112500
537,5038569,M,Y,Y,0,12.21849517,Working,Secondary / secondary special,Married,House / apartment,55,0.774596669,2,0,0.6,202500
538,5069169,M,Y,Y,0,11.81303006,Working,Secondary / secondary special,Married,House / apartment,28,1.61245155,2,0,2.6,135000
539,5065820,M,Y,Y,1,11.96718074,Working,Secondary / secondary special,Married,House / apartment,43.92149035,2.48997992,3,0,6.2,157500
540,5091048,F,N,Y,2,12.50617724,Commercial associate,Higher education,Married,House / apartment,42,2.449489743,4,0,6,270000
541,5097134,M,Y,Y,0,11.96718074,Working,Secondary / secondary special,Married,House / apartment,31,2.607680962,2,0,6.8,157500
542,5097106,F,N,Y,0,12.17303279,Working,Secondary / secondary special,Married,House / apartment,58,5.60357029,2,0,31.4,193500
543,5099877,F,Y,Y,0,11.54732689,Pensioner,Secondary / secondary special,Married,House / apartment,59,0,2,0,0,103500
544,5033884,M,Y,Y,0,11.40756495,Working,Secondary / secondary special,Married,House / apartment,55,1.61245155,2,0,2.6,90000
545,5097024,M,Y,N,0,12.19602231,Commercial associate,Higher education,Married,House / apartment,37,2.846049894,2,0,8.1,198000
546,5010412,F,N,Y,0,12.21849517,Pensioner,Secondary / secondary special,Married,House / apartment,60,0,2,0,0,202500
547,5091144,M,Y,N,0,12.32385568,Working,Secondary / secondary special,Married,House / apartment,30,1.923538406,2,0,3.7,225000
548,5088503,M,Y,Y,0,11.1844214,Working,Higher education,Married,House / apartment,60,1.303840481,2,0,1.7,72000
549,5126142,M,Y,N,2,12.21849517,Working,Secondary / secondary special,Married,House / apartment,44,3.224903099,4,0,10.4,202500
550,5067020,F,Y,Y,1,12.41916586,Working,Secondary / secondary special,Civil marriage,House / apartment,47,1.843908891,3,0,3.4,247500
551,5061076,M,Y,N,0,11.96718074,State servant,Secondary / secondary special,Married,House / apartment,41,2.983286778,2,0,8.9,157500
552,5126527,F,N,N,0,12.32385568,State servant,Secondary / secondary special,Married,With parents,34,0.707106781,2,0,0.5,225000
553,5078931,M,N,N,0,11.6307085,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,43,0.894427191,1,0,0.8,112500
554,5125471,M,Y,Y,1,13.01700286,Commercial associate,Higher education,Married,House / apartment,48,2.19089023,3,0,4.8,450000
555,5025207,M,Y,Y,1,12.10071213,Commercial associate,Secondary / secondary special,Married,House / apartment,27,0.547722558,3,0,0.3,180000
556,5042097,F,N,N,1,11.58988651,Working,Secondary / secondary special,Separated,House / apartment,39,3.346640106,2,0,11.2,108000
557,5067653,F,N,Y,0,13.57661865,State servant,Higher education,Married,House / apartment,47,1.974841766,2,0,3.9,787500
558,5089137,F,Y,N,0,12.21849517,Commercial associate,Secondary / secondary special,Civil marriage,With parents,39,3.820994635,2,0,14.6,202500
559,5065601,M,N,Y,0,11.96718074,Commercial associate,Secondary / secondary special,Married,House / apartment,57,1.870828693,2,0,3.5,157500
560,5112833,F,N,Y,1,11.40756495,Working,Secondary / secondary special,Separated,With parents,36,1.673320053,2,0,2.8,90000
562,5050549,M,N,N,2,12.32385568,Working,Higher education,Civil marriage,House / apartment,46,2.915475947,4,0,8.5,225000
563,5065763,F,N,Y,0,11.40756495,Working,Secondary / secondary special,Single / not married,House / apartment,40,1.378404875,1,0,1.9,90000
564,5089269,F,N,N,0,11.1844214,Working,Secondary / secondary special,Single / not married,House / apartment,52,2,1,0,4,72000
566,5028684,M,N,Y,0,11.96718074,Working,Secondary / secondary special,Married,House / apartment,26,2.863564213,2,0,8.2,157500
567,5028737,M,N,Y,0,12.79385931,Commercial associate,Secondary / secondary special,Married,House / apartment,34,3.33166625,2,0,11.1,360000
568,5113406,M,Y,Y,0,13.01700286,Commercial associate,Higher education,Single / not married,House / apartment,30,1.264911064,1,0,1.6,450000
569,5025741,F,Y,N,0,12.28303369,Working,Higher education,Married,Municipal apartment,33,0.894427191,2,0,0.8,216000
570,5045992,F,N,Y,0,11.96718074,Commercial associate,Secondary / secondary special,Married,House / apartment,42,3.507135583,2,0,12.3,157500
571,5054453,M,Y,Y,0,12.66032792,Working,Higher education,Married,House / apartment,49,1.788854382,2,0,3.2,315000
572,5024586,F,Y,Y,2,12.66032792,State servant,Secondary / secondary special,Married,House / apartment,34,1.816590212,4,0,3.3,315000
573,5090701,F,N,N,0,13.2946346,Pensioner,Higher education,Single / not married,Municipal apartment,48,0,1,0,0,594000
574,5091929,F,Y,N,0,11.81303006,Working,Secondary / secondary special,Married,House / apartment,50,1.341640786,2,0,1.8,135000
575,5149034,F,N,Y,0,12.10071213,State servant,Higher education,Married,House / apartment,48,1.816590212,2,0,3.3,180000
576,5114114,M,Y,N,0,11.96718074,Working,Secondary / secondary special,Separated,House / apartment,47,1.414213562,1,0,2,157500
577,5142579,F,Y,Y,1,12.36307639,Working,Secondary / secondary special,Single / not married,House / apartment,57,2.792848009,2,0,7.8,234000
578,5046035,F,Y,Y,0,11.50287513,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,59,0,2,0,0,99000
579,5050756,M,Y,N,0,12.32385568,Commercial associate,Secondary / secondary special,Married,House / apartment,49,3.31662479,2,0,11,225000
580,5047853,M,Y,Y,1,12.58621995,Commercial associate,Higher education,Married,House / apartment,34,3.016620626,3,0,9.1,292500
581,5009790,F,N,N,0,12.19602231,Pensioner,Secondary / secondary special,Widow,House / apartment,60,0,1,0,0,198000
582,5135819,F,N,Y,0,11.40756495,Commercial associate,Secondary / secondary special,Married,House / apartment,53,2.810693865,2,0,7.9,90000
583,5092287,F,N,Y,0,12.41916586,Pensioner,Higher education,Married,House / apartment,61,0,2,0,0,247500
584,5105743,M,Y,N,2,11.6307085,Working,Higher education,Married,House / apartment,43.92149035,4.277849927,4,0,18.3,112500
585,5028280,F,N,N,1,11.96718074,Commercial associate,Incomplete higher,Married,With parents,33,2.75680975,3,0,7.6,157500
586,5095896,F,N,N,1,11.6307085,Commercial associate,Higher education,Married,House / apartment,44,2.626785107,3,0,6.9,112500
587,5024352,M,Y,Y,0,13.27936713,Commercial associate,Secondary / secondary special,Married,With parents,46,2.121320344,2,0,4.5,585000
588,5100027,F,Y,N,0,12.10071213,Working,Secondary / secondary special,Married,House / apartment,53,5.621387729,2,0,31.6,180000
589,5028337,F,Y,N,1,12.32385568,Working,Higher education,Single / not married,With parents,38,3.847076812,2,0,14.8,225000
590,5090788,F,Y,Y,1,12.32385568,Commercial associate,Secondary / secondary special,Separated,House / apartment,30,1.949358869,2,0,3.8,225000
591,5046126,F,N,Y,0,11.81303006,Working,Secondary / secondary special,Married,House / apartment,56,2.915475947,2,0,8.5,135000
592,5092265,M,N,Y,0,11.6307085,Working,Secondary / secondary special,Civil marriage,House / apartment,49,1,2,0,1,112500
593,5143319,F,Y,Y,0,11.6307085,Pensioner,Secondary / secondary special,Married,House / apartment,57,0,2,0,0,112500
594,5114354,M,Y,N,0,12.10071213,Commercial associate,Secondary / secondary special,Married,Municipal apartment,27,2.863564213,2,0,8.2,180000
595,5117248,F,N,Y,2,11.6307085,Working,Secondary / secondary special,Married,House / apartment,36,2.549509757,4,0,6.5,112500
596,5024386,F,N,N,0,11.66992921,Working,Secondary / secondary special,Married,Municipal apartment,37,1.870828693,2,0,3.5,117000
597,5026178,M,Y,Y,0,11.81303006,Working,Secondary / secondary special,Married,House / apartment,53,4.626013402,2,0,21.4,135000
598,5033439,M,Y,N,2,12.50617724,Working,Higher education,Married,House / apartment,32,2.863564213,4,0,8.2,270000
599,5089320,F,Y,N,0,11.81303006,Commercial associate,Higher education,Married,House / apartment,32,1.516575089,2,0,2.3,135000
600,5053872,M,Y,Y,1,11.96718074,Working,Secondary / secondary special,Married,House / apartment,32,2.408318916,3,0,5.8,157500
601,5091735,F,Y,Y,0,12.40081672,Working,Secondary / secondary special,Single / not married,House / apartment,40,2.366431913,1,0,5.6,243000
602,5105791,M,N,N,0,11.70766954,State servant,Incomplete higher,Single / not married,House / apartment,25,2.097617696,1,0,4.4,121500
603,5125928,M,N,Y,1,11.81303006,Working,Secondary / secondary special,Married,House / apartment,32,1.341640786,3,0,1.8,135000
604,5115662,M,Y,Y,0,12.32385568,Commercial associate,Higher education,Single / not married,House / apartment,44,2.645751311,1,0,7,225000
605,5029256,M,Y,Y,2,12.32385568,Working,Higher education,Married,House / apartment,37,1.643167673,4,0,2.7,225000
606,5136029,M,Y,N,0,11.6307085,State servant,Secondary / secondary special,Married,House / apartment,54,2.529822128,2,0,6.4,112500
607,5037157,F,N,Y,0,11.96718074,Pensioner,Secondary / secondary special,Married,House / apartment,63,0,2,0,0,157500
608,5046531,M,Y,N,0,12.21849517,Pensioner,Higher education,Married,House / apartment,55,0,2,0,0,202500
609,5023177,F,N,Y,1,12.72932079,Working,Secondary / secondary special,Civil marriage,House / apartment,49,3.591656999,3,0,12.9,337500
610,5021967,F,N,N,1,11.54732689,Working,Secondary / secondary special,Married,House / apartment,32,1.816590212,3,0,3.3,103500
611,5135530,F,Y,Y,0,11.50287513,Pensioner,Secondary / secondary special,Married,House / apartment,58,0,2,0,0,99000
612,5146534,F,Y,N,1,11.11988288,State servant,Secondary / secondary special,Married,House / apartment,42,1.788854382,3,0,3.2,67500
613,5126101,F,N,Y,0,11.6307085,Pensioner,Secondary / secondary special,Married,House / apartment,58,0,2,0,0,112500
614,5088161,F,N,Y,0,12.50617724,Working,Secondary / secondary special,Single / not married,House / apartment,35,1.58113883,1,0,2.5,270000
615,5100394,M,N,Y,1,12.66032792,Commercial associate,Secondary / secondary special,Married,House / apartment,34,3.271085447,3,0,10.7,315000
